GO:0022625	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G739040 PE=3 SV=1
GO:0005634	Ubiquitinyl hydrolase 1 OS=Cucumis sativus OX=3659 GN=Csa_3G790980 PE=3 SV=1
GO:0005819	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G824800 PE=3 SV=1
GO:0022625	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G124900 PE=3 SV=1
GO:0005829	eRF1_1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G293340 PE=3 SV=1
GO:0030246	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G500830 PE=4 SV=1
GO:0016020	Cytochrome P450 CYP72A219-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold255G00130 PE=3 SV=1
GO:0005576	ORF 3 OS=Cucumis sativus OX=3659 PE=3 SV=1
GO:0016020	Phorbol-ester/DAG-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G516820 PE=4 SV=1
GO:0016020	RNA-dependent RNA polymerase OS=Cucumis sativus OX=3659 GN=Csa_5G564290 PE=3 SV=1
GO:0022627	40S ribosomal protein S9-2-like OS=Cucurbita maxima OX=3661 GN=LOC111485110 PE=3 SV=1
GO:0022627	40S ribosomal protein S19-3-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold169G002520 PE=3 SV=1
GO:0005524	TMV resistance protein N-like isoform X1 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold64G001160 PE=4 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_6G086130 PE=3 SV=1
GO:0004869	Cystatin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G483245 PE=4 SV=1
GO:0005737	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G025210 PE=4 SV=1
GO:0016020	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G031580 PE=4 SV=1
GO:0005739	Pentatricopeptide repeat-containing protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold306G001980 PE=4 SV=1
GO:0005737	Nudix hydrolase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G431380 PE=4 SV=1
GO:0005886	High affinity nitrate transporter 2.1 OS=Cucumis sativus OX=3659 GN=NRT2.1 PE=2 SV=1
GO:0005774	Phosphoinositide phosphatase SAC1 isoform X3 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold86G001920 PE=4 SV=1
GO:0005886	probable sulfate transporter 3.5 OS=Cucumis melo OX=3656 GN=LOC103501545 PE=3 SV=1
GO:0005829	HATPase_c domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_1G569270 PE=3 SV=1
GO:0016020	MFS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G094390 PE=3 SV=1
GO:0009535	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G233000 PE=4 SV=1
GO:0005634	ribonuclease 3-like protein 2 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103491098 PE=4 SV=1
GO:0005686	Splicing factor subunit OS=Cucumis melo OX=3656 GN=LOC103484426 PE=3 SV=1
GO:0005576	Aspartic proteinase PCS1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold363G00330 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G702630 PE=3 SV=1
GO:0016020	ABC transporter G family member 34-like isoform X1 OS=Cucumis melo OX=3656 GN=LOC103486589 PE=3 SV=1
GO:0005784	Protein transport protein Sec61 subunit alpha-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold352G005830 PE=3 SV=1
GO:0016020	ABC transporter G family member 31 isoform X1 OS=Momordica charantia OX=3673 GN=LOC111017040 PE=3 SV=1
GO:0005576	Uncharacterized protein OS=Camellia sinensis var. sinensis OX=542762 GN=TEA_012727 PE=4 SV=1
GO:0005773	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G199270 PE=3 SV=1
GO:0022627	40S ribosomal protein S4 OS=Cucumis sativus OX=3659 GN=Csa_7G281390 PE=3 SV=1
GO:0022627	40S ribosomal protein S27 OS=Cucurbita maxima OX=3661 GN=LOC111489630 PE=3 SV=1
GO:0005886	CASP-like protein OS=Cucumis sativus OX=3659 GN=Csa_5G515020 PE=3 SV=1
GO:0005737	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily OS=Corchorus capsularis OX=210143 GN=CCACVL1_08321 PE=3 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_6G055370 PE=3 SV=1
GO:0005634	AP2/ERF domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G318160 PE=4 SV=1
GO:0005737	Glycosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_6G418410 PE=3 SV=1
GO:0009570	Protein Ycf2 OS=Cucumis melo var. momordica OX=2034244 GN=ycf2 PE=3 SV=1
GO:0005886	Phospholipid-transporting ATPase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold248G001720 PE=3 SV=1
GO:0005840	50S ribosomal protein L18-like OS=Cucumis melo OX=3656 GN=LOC103485371 PE=4 SV=1
GO:0022625	60S ribosomal protein L11-1-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold96G002400 PE=3 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_1G541890 PE=4 SV=1
GO:0005524	ABC transporter F family member 4-like OS=Cucumis melo OX=3656 GN=LOC103501091 PE=4 SV=1
GO:0016020	Polygalacturonase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold163G001500 PE=3 SV=1
GO:0005739	PPR_long domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_3G819910 PE=3 SV=1
GO:0003723	Protein ROOT PRIMORDIUM DEFECTIVE 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold360G00230 PE=4 SV=1
GO:0005737	Lipoxygenase OS=Striga asiatica OX=4170 GN=STAS_32731 PE=3 SV=1
GO:0006952	Bet_v_1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G038312 PE=3 SV=1
GO:0005737	Elongation factor 1-alpha OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold98G001580 PE=3 SV=1
GO:0031012	ZnMc domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G633150 PE=3 SV=1
GO:0005576	Agglutinin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G082530 PE=4 SV=1
GO:0048364	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_7G023920 PE=4 SV=1
GO:0005829	Glyceraldehyde-3-phosphate dehydrogenase OS=Cucumis sativus OX=3659 GN=Csa_1G050250 PE=3 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G910720 PE=4 SV=1
GO:0003854	3Beta_HSD domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_3G119702 PE=3 SV=1
GO:0043231	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G577950 PE=4 SV=1
GO:0005576	Peroxidase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold349G00490 PE=3 SV=1
GO:0005634	LOW QUALITY PROTEIN: protein ENHANCED DOWNY MILDEW 2 OS=Cucumis melo OX=3656 GN=LOC103490112 PE=4 SV=1
GO:0005829	Alcohol dehydrogenase-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold1784G00310 PE=3 SV=1
GO:0005829	S-adenosylmethionine synthase OS=Cucumis sativus OX=3659 GN=Csa_7G419610 PE=3 SV=1
GO:0004672	Mitogen-activated protein kinase kinase kinase YODA-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold96G002550 PE=4 SV=1
GO:0016020	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_1G613470 PE=4 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_1G661750 PE=3 SV=1
GO:0005773	Sucrose transporter 1 OS=Cucumis sativus OX=3659 GN=SUT1 PE=2 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258730 PE=3 SV=1
GO:0004620	Patatin OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold299G002490 PE=3 SV=1
GO:0005507	L-ascorbate oxidase-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G00820 PE=3 SV=1
GO:0022625	60S ribosomal protein L7-1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold455G003720 PE=3 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G000805 PE=3 SV=1
GO:0003677	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G570410 PE=4 SV=1
GO:0016020	Nucleolar protein 6 isoform X2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold266G002820 PE=3 SV=1
GO:0009506	X8 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G235750 PE=4 SV=1
GO:0071261	protein transport protein Sec61 subunit gamma OS=Cucurbita maxima OX=3661 GN=LOC111490205 PE=3 SV=1
GO:0005634	Ninja-family protein mc410-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold403G00790 PE=3 SV=1
GO:0005634	Ubiquitin OS=Capsicum annuum OX=4072 GN=T459_02418 PE=3 SV=1
GO:0005730	Brix domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_1G570210 PE=3 SV=1
GO:0005576	subtilisin-like protease SBT5.3 OS=Cucumis melo OX=3656 GN=LOC103491134 PE=3 SV=1
GO:0008171	caffeic acid 3-O-methyltransferase-like OS=Cucumis melo OX=3656 GN=LOC103491014 PE=3 SV=1
GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2 OS=Cucumis melo OX=3656 GN=LOC103504598 PE=3 SV=1
GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2 OS=Cucumis melo OX=3656 GN=LOC103504598 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_6G525360 PE=4 SV=1
GO:0016020	Cytochrome P450 71A1-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold248G004070 PE=3 SV=1
GO:0005634	Ubiquitin OS=Prunus persica OX=3760 GN=PRUPE_4G025900 PE=2 SV=1
GO:0015935	Uncharacterized protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold1081G00090 PE=4 SV=1
GO:0005737	CYTOSOL_AP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G035470 PE=3 SV=1
GO:0004497	geraniol 8-hydroxylase-like OS=Cucumis melo OX=3656 GN=LOC103482684 PE=3 SV=1
GO:0016020	probable leucine-rich repeat receptor-like protein kinase At2g28990 OS=Cucurbita moschata OX=3662 GN=LOC111447655 PE=4 SV=1
GO:0006952	Bet_v_1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G037437 PE=3 SV=1
GO:0004650	exopolygalacturonase-like OS=Cucumis melo OX=3656 GN=LOC103498752 PE=3 SV=1
GO:0016020	Ankyrin repeat-containing protein OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold96G00040 PE=4 SV=1
GO:0000932	probable NOT transcription complex subunit VIP2 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103497394 PE=3 SV=1
GO:0016020	putative ABC transporter C family member 15 OS=Cucumis melo OX=3656 GN=LOC103483407 PE=4 SV=1
GO:0033503	Ubiquitin-conjugating enzyme E2 2 OS=Striga asiatica OX=4170 GN=STAS_15093 PE=3 SV=1
GO:0005783	AIG1-type G domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G106820 PE=4 SV=1
GO:0005741	protein DGS1, mitochondrial OS=Cucumis melo OX=3656 GN=LOC103491445 PE=4 SV=1
GO:0005615	SCP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G070254 PE=4 SV=1
GO:0016020	Putative transporter-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold163G00180 PE=4 SV=1
GO:0005488	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_1G267780 PE=4 SV=1
GO:0005794	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G017260 PE=4 SV=1
GO:0005759	Electron transfer flavoprotein subunit alpha OS=Cucumis melo OX=3656 GN=LOC103494930 PE=3 SV=1
GO:0016020	protein NRT1/ PTR FAMILY 5.10-like OS=Cucumis melo OX=3656 GN=LOC103483057 PE=3 SV=1
GO:0005783	AIG1-type G domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G097460 PE=4 SV=1
GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G223300 PE=4 SV=1
GO:0005773	Beta-galactosidase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold16G002280 PE=3 SV=1
GO:0005886	LRRNT_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G080190 PE=4 SV=1
GO:0005856	actin-7 OS=Cucurbita maxima OX=3661 GN=LOC111496813 PE=3 SV=1
GO:0000502	COP9 signalosome complex subunit 2 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold366G00560 PE=4 SV=1
GO:0005634	Mitogen-activated protein kinase OS=Cucumis sativus OX=3659 GN=Csa_5G152810 PE=2 SV=1
GO:0005737	actin-97-like OS=Cucumis melo OX=3656 GN=LOC103500212 PE=3 SV=1
GO:0005886	Glutamate receptor OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G005310 PE=3 SV=1
GO:0004519	Putative zinc-binding protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold455G004540 PE=4 SV=1
GO:0005634	Beta-galactosidase OS=Cucumis sativus OX=3659 GN=Csa_1G650110 PE=3 SV=1
GO:0005754	ATP synthase subunit alpha OS=Cucumis sativus OX=3659 GN=atp1 PE=3 SV=1
GO:0004672	mitogen-activated protein kinase kinase kinase 17-like OS=Momordica charantia OX=3673 GN=LOC111018431 PE=4 SV=1
GO:0003824	ATP-dependent DNA helicase OS=Davidia involucrata OX=16924 GN=Din_021512 PE=3 SV=1
GO:0005615	SCP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G381130 PE=4 SV=1
GO:1901700	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G182080 PE=3 SV=1
GO:0016020	Ankyrin repeat-containing protein OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold80G002320 PE=4 SV=1
GO:0005634	26S protease regulatory subunit 6A-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold16G004110 PE=3 SV=1
GO:0016020	MFS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_1G571840 PE=3 SV=1
GO:0000779	condensin-2 complex subunit D3 OS=Cucumis melo OX=3656 GN=LOC103497846 PE=4 SV=1
GO:0043531	probable disease resistance protein At4g27220 OS=Momordica charantia OX=3673 GN=LOC111013433 PE=4 SV=1
GO:0005777	3-hydroxyacyl-CoA dehydrogenase OS=Cucumis sativus OX=3659 GN=Csa_6G319770 PE=3 SV=1
GO:0009737	uncharacterized protein LOC103484369 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103484369 PE=4 SV=1
GO:0022627	40S ribosomal protein S4 OS=Cucumis sativus OX=3659 GN=Csa_5G212590 PE=3 SV=1
GO:0005829	EF1_GNE domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G014660 PE=3 SV=1
GO:0016788	Acetylajmalan esterase-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold219G001390 PE=3 SV=1
GO:0008825	Mycolic acid cyclopropane synthase OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold560G00260 PE=4 SV=1
GO:0045735	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_7G452090 PE=3 SV=1
GO:0010073	serine/threonine-protein phosphatase 7 long form homolog isoform X1 OS=Cucumis melo OX=3656 GN=LOC103498663 PE=4 SV=1
GO:0005634	AWS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G246640 PE=4 SV=1
GO:0005739	Protein arginine methyltransferase NDUFAF7 OS=Cucumis sativus OX=3659 GN=Csa_1G615180 PE=3 SV=1
GO:0016020	Long-chain-alcohol oxidase OS=Cucumis melo OX=3656 GN=LOC103487628 PE=3 SV=1
GO:0005829	Aldo_ket_red domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G296820 PE=3 SV=1
GO:0005737	Glycosyltransferase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold13G002320 PE=3 SV=1
GO:0000428	Multifunctional fusion protein OS=Rosa chinensis OX=74649 GN=rpoC2 PE=3 SV=1
GO:0016020	protein MIZU-KUSSEI 1-like OS=Cucumis melo OX=3656 GN=LOC103497527 PE=4 SV=1
GO:0016020	cytochrome P450 CYP82D47-like OS=Cucumis melo OX=3656 GN=LOC103502577 PE=3 SV=1
GO:0005576	Peroxidase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold859G00280 PE=3 SV=1
GO:0031380	RNA-dependent RNA polymerase OS=Cucumis sativus OX=3659 GN=RDR1a PE=2 SV=1
GO:0031380	RNA-dependent RNA polymerase OS=Cucumis sativus OX=3659 GN=Csa_5G239640 PE=2 SV=1
GO:0000779	condensin-2 complex subunit D3 OS=Cucumis melo OX=3656 GN=LOC103497846 PE=4 SV=1
GO:0005777	3-hydroxyacyl-CoA dehydrogenase OS=Cucumis sativus OX=3659 GN=Csa_6G319770 PE=3 SV=1
GO:0003676	PREDICTED: LOW QUALITY PROTEIN (Fragment) OS=Prunus dulcis OX=3755 GN=ALMOND_2B015249 PE=4 SV=1
GO:0016020	Putative receptor-like protein kinase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold248G002080 PE=4 SV=1
GO:0003723	LOW QUALITY PROTEIN: ATP-dependent helicase NAM7-like OS=Momordica charantia OX=3673 GN=LOC111014153 PE=3 SV=1
GO:0005634	LOW QUALITY PROTEIN: protein ENHANCED DOWNY MILDEW 2 OS=Cucumis melo OX=3656 GN=LOC103490112 PE=4 SV=1
GO:0048046	Dirigent protein OS=Cucumis sativus OX=3659 GN=Csa_4G050240 PE=3 SV=1
GO:0022625	50S ribosomal protein L23, chloroplastic OS=Cucumis sativus OX=3659 GN=Csa_5G264270 PE=3 SV=1
GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
GO:0005634	Transposase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold195G001150 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_6G308930 PE=4 SV=1
GO:0005576	Beta-glucosidase OS=Arabidopsis thaliana OX=3702 GN=AT9943_LOCUS12928 PE=3 SV=1
GO:0004867	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G141900 PE=3 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G171850 PE=3 SV=1
GO:0016020	Cytokinin hydroxylase-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold64G001740 PE=3 SV=1
GO:0016747	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G189010 PE=3 SV=1
GO:0003677	TF-B3 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G489950 PE=4 SV=1
GO:0016020	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G504480 PE=3 SV=1
GO:0005576	S-protein homolog OS=Cucumis melo OX=3656 GN=LOC103500548 PE=3 SV=1
GO:0008270	Mediator of RNA polymerase II transcription subunit 12-like isoform X1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold66G00630 PE=4 SV=1
GO:0016020	Nodulin-like domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_3G742600 PE=4 SV=1
GO:0005634	Ulp1-like peptidase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold1738G00260 PE=3 SV=1
GO:0004869	Cystatin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G508520 PE=4 SV=1
GO:0080030	AB hydrolase-1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G490080 PE=4 SV=1
GO:0005634	ULP_PROTEASE domain-containing protein OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold486G00410 PE=3 SV=1
GO:0005525	GTP-binding protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold123G00870 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_1G480680 PE=3 SV=1
GO:0005689	U11/U12 small nuclear ribonucleoprotein 31 kDa protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold360G00210 PE=4 SV=1
GO:0005743	Tim44 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G576800 PE=3 SV=1
GO:0005773	Sucrose transporter 1 OS=Cucumis sativus OX=3659 GN=SUT1 PE=2 SV=1
GO:0005634	AT-hook motif nuclear-localized protein OS=Cucumis sativus OX=3659 GN=Csa_3G011720 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Acer yangbiense OX=1000413 GN=EZV62_021432 PE=3 SV=1
GO:0004650	Exopolygalacturonase-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold411G00950 PE=3 SV=1
GO:0003690	Transcription termination factor MTERF8 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold35G003050 PE=3 SV=1
GO:0048364	uncharacterized protein LOC107990906 OS=Cucumis melo OX=3656 GN=LOC107990906 PE=4 SV=1
GO:0016020	Periaxin-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold675G00590 PE=4 SV=1
GO:0005886	(1-
GO:0005811	Terpene cyclase/mutase family member OS=Cucumis melo OX=3656 GN=LOC103495616 PE=3 SV=1
GO:0004497	DUF4283 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G465580 PE=4 SV=1
GO:0005664	Origin recognition complex subunit 1 OS=Cucumis sativus OX=3659 GN=Csa_3G644850 PE=3 SV=1
GO:0006869	AAI domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G146250 PE=4 SV=1
GO:0005615	Basic form of pathogenesis-related protein 1-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold13G001470 PE=4 SV=1
GO:0004650	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G222970 PE=3 SV=1
GO:0016020	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G452180 PE=4 SV=1
GO:0000427	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_1G051900 PE=4 SV=1
GO:0005886	Protein DETOXIFICATION OS=Cucumis melo OX=3656 GN=LOC103502163 PE=3 SV=1
GO:0005576	S-protein homolog OS=Cucumis melo OX=3656 GN=LOC103500540 PE=3 SV=1
GO:0016020	(R)-mandelonitrile lyase 1-like OS=Cucumis melo OX=3656 GN=LOC103493083 PE=3 SV=1
GO:0005634	Serine hydrolase FSH OS=Corchorus capsularis OX=210143 GN=CCACVL1_26695 PE=4 SV=1
GO:0012505	Cytochrome b5 heme-binding domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G382750 PE=4 SV=1
GO:0006869	non-specific lipid-transfer protein 2-like OS=Cucurbita moschata OX=3662 GN=LOC111457455 PE=4 SV=1
GO:0000932	U6 snRNA-associated Sm-like protein LSm4 OS=Cucumis sativus OX=3659 GN=LSM4 PE=3 SV=1
GO:0046872	MuDRA-like transposase OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold90G00690 PE=4 SV=1
GO:0043231	Fatty acyl-CoA reductase OS=Cucumis sativus OX=3659 GN=Csa_6G151790 PE=3 SV=1
GO:0016788	GDSL esterase/lipase At1g28570-like OS=Cucumis melo OX=3656 GN=LOC103484464 PE=3 SV=1
GO:0005789	Signal sequence receptor subunit alpha OS=Cucumis sativus OX=3659 GN=Csa_7G009720 PE=3 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_7G059660 PE=4 SV=1
GO:0051213	DUF1338 domain-containing protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold807G00240 PE=4 SV=1
GO:0016020	receptor-like serine/threonine-protein kinase SD1-8 OS=Cucumis melo OX=3656 GN=LOC103489244 PE=4 SV=1
GO:0000428	DNA-directed RNA polymerase subunit beta OS=Cucumis sativus var. hardwickii OX=319220 GN=rpoB PE=3 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G045060 PE=3 SV=1
GO:0022625	60S ribosomal protein L21-1 OS=Cucurbita maxima OX=3661 GN=LOC111481773 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G819880 PE=4 SV=1
GO:0005576	Carboxypeptidase OS=Cucumis melo OX=3656 GN=LOC103486960 PE=3 SV=1
GO:0005634	AP2/ERF domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G314390 PE=4 SV=1
GO:0010960	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_6G408820 PE=4 SV=1
GO:0005768	Ras-related protein RABA1c OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold96G002480 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G431080 PE=3 SV=1
GO:0016020	calcineurin B-like protein 1 OS=Cucumis melo OX=3656 GN=LOC103490833 PE=4 SV=1
GO:0005768	TPT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_3G171090 PE=4 SV=1
GO:0005634	26S proteasome regulatory subunit RPN11 OS=Cucumis sativus OX=3659 GN=Csa_4G639140 PE=4 SV=1
GO:0005777	Acyl-CoA_ox_N domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_3G298065 PE=4 SV=1
GO:0019905	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G493870 PE=3 SV=1
GO:0005634	transcription factor ABORTED MICROSPORES isoform X1 OS=Cucumis melo OX=3656 GN=LOC103498166 PE=4 SV=1
GO:0005737	monodehydroascorbate reductase 4, peroxisomal OS=Cucumis melo OX=3656 GN=LOC103498081 PE=4 SV=1
GO:0005774	LOW QUALITY PROTEIN: phosphoinositide phosphatase SAC3 OS=Cucumis melo OX=3656 GN=LOC103499357 PE=4 SV=1
